Training type,Source,Resource,Link,Research Phase,Broad skill,Skill bite,Red skill,Tool,Status,Notes
Census boundary data,PDF,Mapping Scottish census data,https://dam.ukdataservice.ac.uk/media/604484/cronepractical.pdf,Tools software and coding skills,Introduction to software tools and their key features,Understand how to use indiemapper,,indiemapper,,The link in this pdf leads to donalds trumps website???
Census boundary data,No resource,,,Understand data structure,Different boundary file types,When to use different file types,,,,
Census boundary data,No resource,,,Understand data structure,Different boundary file types,Access requirements,,,,
Census boundary data,No resource,,,Tools software and coding skills,How to choose the right tool,,,,,
Census boundary data,No resource,,,Prepare data,How to link small area statistical data to boundaries,,,,,
Census boundary data,No resource,,,Prepare data,Missing data,How to deal with it,,,,
Census boundary data,No resource,,,Underlying concepts,Scales and keys,,,,,
Census boundary data,No resource,,,Underlying concepts,Visualisations,Appropriate use of colour,,,,
Census boundary data,No resource,,,Underlying concepts,Awareness of the UK Administrative and statistical geographies,,,,,
Census boundary data,No resource,,,Prepare data,How to deal with changing boundaries over time,,,,,
Census boundary data,No resource,,,Prepare data,How to link different geographies in different datasets,,,,,
Census boundary data,No resource,,,Underlying concepts,Understand why and when to use boundary data,,,,,
Census flow data,PDF,Mapping census data in QGIS ,https://ukdataservice.ac.uk//app/uploads/mappingcensusqgis.pdf,Tools software and coding skills,Introduction to software tools and their key features,Understand how to use GIS software,,ARCGIS,,
Census flow data,PDF,Mapping census data in QGIS ,https://ukdataservice.ac.uk//app/uploads/mappingcensusqgis.pdf,Tools software and coding skills,Introduction to software tools and their key features,Understand how to use GIS software,,QGIS,,
Census flow data,PDF,Mapping census data in QGIS ,https://ukdataservice.ac.uk//app/uploads/mappingcensusqgis.pdf,Get data,Downloading UKDS data,How to download data from InFuse,,InFuse,,
Census flow data,PDF,Mapping census data in QGIS ,https://ukdataservice.ac.uk//app/uploads/mappingcensusqgis.pdf,Prepare data,Understand how to clean data,Ensure data can be read into software,,,,
Census flow data,PDF,Mapping census data in QGIS ,https://ukdataservice.ac.uk//app/uploads/mappingcensusqgis.pdf,Explore data,Visualisations,How to create visualisations of census data,,QGIS,,
Census flow data,PDF,Mapping census data in QGIS ,https://ukdataservice.ac.uk//app/uploads/mappingcensusqgis.pdf,Explore data,Visualisations,How to present and report maps,,QGIS,,
Census flow data,Video,Geographical Data Visualisation of UK Census Data ,https://www.youtube.com/watch?v=gwK5dbe0xvo&ab_channel=UKDATASERVICE,Tools software and coding skills,Introduction to software tools and their key features,Understand how to use GIS software,,ARCGIS,,
Census flow data,Video,Geographical Data Visualisation of UK Census Data ,https://www.youtube.com/watch?v=gwK5dbe0xvo&ab_channel=UKDATASERVICE,Tools software and coding skills,Introduction to software tools and their key features,Understand how to use GIS software,,QGIS,,
Census flow data,Video,Geographical Data Visualisation of UK Census Data ,https://www.youtube.com/watch?v=gwK5dbe0xvo&ab_channel=UKDATASERVICE,Explore data,Visualisations,How to present and report maps,,QGIS,,
Census flow data,Video,Geographical Data Visualisation of UK Census Data ,https://www.youtube.com/watch?v=gwK5dbe0xvo&ab_channel=UKDATASERVICE,Explore data,Visualisations,How to present and report flow data,,,,
Census flow data,Video,Geographical Data Visualisation of UK Census Data ,https://www.youtube.com/watch?v=gwK5dbe0xvo&ab_channel=UKDATASERVICE,Share findings,Communicate findings,Visual presentation skills,,,,
Census flow data,Video,Geographical Data Visualisation of UK Census Data ,https://www.youtube.com/watch?v=gwK5dbe0xvo&ab_channel=UKDATASERVICE,Explore data, Understand key features of flow data,Structure of the flow data files,Structure of the flow data files ,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of census data,Flow data,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of flow data,Migration,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of flow data,Commuting,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of flow data,Second residence,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Explore data,Understand key features of flow data,Different geography levels,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Explore data,Understand key features of flow data,Structure of the flow data files,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Understand data structure,Understand different flow file types,When to use different file types,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Understand data structure,Understand different flow file types,Access requirements,,,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Tools software and coding skills,Introduction to software tools and their key features,How to use WICID interactive map,,WICID,,
Census flow data,Video,Accessing and analysing census flow data ,https://www.youtube.com/watch?v=HVwJTVhgOaM&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,How to download data from WICID,,WICID,,
Census flow data,Video,2011 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of flow data,Migration,,,,
Census flow data,Video,2011 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of flow data,Commuting,,,,
Census flow data,Video,2011 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Explore data,Awareness of the different types of flow data,Second residence,,,,
Census flow data,Video,2011 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Tools software and coding skills,Introduction to software tools and their key features,How to use WICID interactive map,,WICID,,
Census flow data,Video,2011 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,How to download data from WICID,,WICID,,
Census flow data,Video,2012 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Explore data,Understand key features of flow data,Structure of the flow data files,,,,
Census flow data,Video,2013 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Understand data structure,Understand different flow file types,Access requirements,,,,
Census flow data,Video,2014 Census Flow Data ,https://www.youtube.com/watch?v=y3fJJxyWZbY&ab_channel=UKDATASERVICE,Explore data,Understand key features of flow data,Different geography levels,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Explore data,Awareness of the different types of flow data,Migration,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Explore data,Awareness of the different types of flow data,Commuting,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Explore data,Awareness of the different types of flow data,Second residence,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Explore data,Visualisations,How to present and report flow data,,WICID,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Explore data,Visualisations,How to present and report flow data,,DataShine,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Tools software and coding skills,Introduction to software tools and their key features,How to use WICID interactive map,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Get data,Downloading UKDS data,How to download data from WICID,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Explore data,Understand key features of flow data,Structure of the flow data files,,,,
Census flow data,PDF,Census Interaction Data and Access Arrangements,https://dam.ukdataservice.ac.uk/media/455268/dukewilliamsstillwell.pdf,Understand data structure,Understand different flow file types,When to use different file types,,,,
Census flow data,No resource,,,Tools software and coding skills,Reproducibility,,,,,
Census flow data,No resource,,,Prepare data,Missing data,How to deal with it,,,,
Census flow data,No resource,,,Share findings,Cite data and software,How to cite flow data,,,,
Census aggregate,Video,Evidence and impact using census data ,https://www.youtube.com/watch?v=PzplpvdzLws&ab_channel=UKDATASERVICE,Plan research,Understand potential uses of census data,,,,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,Awareness of future census data and when it’ll become available ,,,,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,How to download data from InFuse,,InFuse,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,How to download data from Casweb,,Casweb,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,How to find and download census aggregate data,How to download data from DKAN,,DKAN,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,Where to find census data,,InFuse,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,Where to find census data,,Casweb,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Get data,Downloading UKDS data,Where to find census data,,DKAN,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Explore data,Understand key features of aggregate data,Structure of the aggregate data files,,,,
Census aggregate,Video,Accessing and analysing census aggregate data ,https://www.youtube.com/watch?v=7fXGutQ9v2I&ab_channel=UKDATASERVICE,Explore data,Understand key features of census data,Basics,,,,
Census aggregate,PDF,Census aggregate data workbook part 1  ,https://dam.ukdataservice.ac.uk/media/413307/censusworkbook1.pdf,Get data,Downloading UKDS data,How to download data from InFuse,,InFuse,,
Census aggregate,PDF,Census aggregate data workbook part 1  ,https://dam.ukdataservice.ac.uk/media/413307/censusworkbook1.pdf,Get data,Downloading UKDS data,How to download data from Casweb,,Casweb,,
Census aggregate,PDF,Census aggregate data workbook part 1  ,https://dam.ukdataservice.ac.uk/media/413307/censusworkbook1.pdf,Get data,How to find and download census aggregate data,,,,,
Census aggregate,PDF,Accessing UK census aggregate data using InFuse,https://dam.ukdataservice.ac.uk/media/455489/wiseman.pdf,Get data,Downloading UKDS data,How to download data from InFuse,,InFuse,Edit needed,
Census aggregate,PDF,Accessing UK census aggregate data using InFuse,https://dam.ukdataservice.ac.uk/media/455489/wiseman.pdf,Underlying concepts,Awareness of the UK Administrative and statistical geographies ,,`,,Edit needed,
Census aggregate,PDF,2011 Census Update Webinar Using InFuse to access aggregate data,https://dam.ukdataservice.ac.uk/media/359163/using_infuse250613.pdf,Get data,Downloading UKDS data,How to download data from InFuse,,InFuse,Edit needed,
Census aggregate,PDF,2011 Census aggregate data ,https://dam.ukdataservice.ac.uk/media/455359/census-agg-27jan2015.pdf,Get data,Downloading UKDS data,How to download data from InFuse,,InFuse,,
Census aggregate,No resource,,,Understand data structure,Understand different aggregate file types,When to use different file types,,,,
Census aggregate,No resource,,,Understand data structure,Understand different aggregate file types,Access requirements,,,,
Census aggregate,No resource,,,Understand data structure,Understand different aggregate file types,Geographies available in each file,,,,
Census aggregate,No resource,,,Understand data structure,Understand different aggregate file types,Understand the limitations that prevent access to specific tables,,,,
RDM,Website,Types of data access,https://ukdataservice.ac.uk/help/access-policy/types-of-data-access/,Get data,Understand UKDS access conditions ,Types of data access,,,,
RDM,Website,Types of data access,https://ukdataservice.ac.uk/help/access-policy/types-of-data-access/,Get data,Understand UKDS access conditions ,Disclosure risk,,,,
RDM,Website,Safeguarded acesss,https://ukdataservice.ac.uk/find-data/access-conditions/safeguarded-access/,Get data,Understand UKDS access conditions ,Safeguarded data,,,,
RDM,Website,Security,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/security/,Manage data,Store data safely,Physical data security,,,,
RDM,Website,Security,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/security/,Manage data,Store data safely,Network security,,,,
RDM,Website,Security,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/security/,Manage data,Store data safely,Computer system security,,,Complete,
RDM,Website,Security,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/security/,Manage data,Store data safely,Cloud-based storage,,,,
RDM,Website,Store your data,https://ukdataservice.ac.uk/learning-hub/research-data-management/#store-your-data,Manage data,Store data safely,Introduction to how to store data,,,,
RDM,Website,Backup,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/backup/,Manage data,Store data safely,How to backup data,,,,
RDM,Website,Checksums,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/checksums/,Manage data,Store data safely,How to use checksums,,MD5summer,,
RDM,Website,Disposal,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/disposal/,Manage data,Store data safely,How to safely erase data,,,,
RDM,Website,Encryption,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/encryption/,Manage data,Store data safely,How to safely encrypt files,,BitLocker,,
RDM,Website,Encryption,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/encryption/,Manage data,Store data safely,How to safely encrypt files,,VeraCrypt,,
RDM,Website,Storage,https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/storage/,Manage data,Store data safely,Introduction to how to store data,,,,
RDM,Website,Data Protection,https://ukdataservice.ac.uk/learning-hub/research-data-management/#store-your-data,Manage data,Understand data protection,Introduction to data protection measures,,,,
RDM,Website,Access control,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/access-control/,Manage data,Understand data protection,How UKDS access measures safeguard confidential data ,,,,
RDM,Website,Access control,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/access-control/,Manage data,Understand data protection,How to implement access measures for your data,,,,
RDM,Website,Data protection legislation,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/,Manage data,Introduction to data protection legislation , ,,,,
RDM,Website,Commercial data contracts,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/commercial-data-contracts/,Manage data,Introduction to data protection legislation ,Commercial data contracts,,,,
RDM,Website,Digital Economy Act,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/digital-economy-act/,Manage data,Introduction to data protection legislation ,Digital Economy Act,,,,
RDM,Website,Environmental Information Regulations,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/environmental-information-regulations/,Manage data,Introduction to data protection legislation ,Environmental Information Regulations,,,,
RDM,Website,Freedom of Information Act,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/freedom-of-information-act/,Manage data,Introduction to data protection legislation ,Freedom of Information Act,,,,
RDM,Website,Human Rights Act,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/human-rights-act/,Manage data,Introduction to data protection legislation ,Human Rights Act,,,,
RDM,Website,Statistics and Registrations Services Act,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/statistics-and-registration-services-act/,Manage data,Introduction to data protection legislation ,Statistics and Registrations Services Act,,,,
RDM,Website,The Data Protection Act and GDPR,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/data-protection-legislation/data-protection-act-and-gdpr/,Manage data,Introduction to data protection legislation ,The Data Protection Act and GDPR,,,,
RDM,Website,Disclosure assessment,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/disclosure-assessment/,Manage data,Disclosure control,How to assess disclosure risk,,,,
RDM,Website,Further resources on legal issues,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/further-resources-on-legal-issues/,Manage data,Disclosure control,How to assess disclosure risk,,,,
RDM,Website,Further resources on legal issues,https://ukdataservice.ac.uk/learning-hub/research-data-management/data-protection/further-resources-on-legal-issues/,Manage data,Introduction to data protection legislation ,The Data Protection Act and GDPR,,,,
RDM,Website,Anonymisation,https://ukdataservice.ac.uk/learning-hub/research-data-management/#store-your-data,Manage data,Anonymisation theory and practice,Introduction to anonymisation,,,,
RDM,Website,Anonymising qualitative data,https://ukdataservice.ac.uk/learning-hub/research-data-management/anonymisation/anonymising-quantitative-data/,Manage data,Anonymisation theory and practice,How to anonymise qualitative data ,,,,
RDM,Website,Anonymising quantitative data,https://ukdataservice.ac.uk/learning-hub/research-data-management/anonymisation/anonymising-qualitative-data/,Manage data,Anonymisation theory and practice,How to anonymise quantitative data,,,,
RDM,Website,Anonymisation step-by-step,https://ukdataservice.ac.uk/learning-hub/research-data-management/anonymisation/anonymisation-step-by-step/,Manage data,Anonymisation theory and practice,How to anonymise a date file ,,,,
RDM,Website,Ethical issues,https://ukdataservice.ac.uk/learning-hub/research-data-management/#data-protection,Manage data,Introduction to data ethics,,,,,
RDM,Website,Ethical obligations,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/ethical-obligations/,Manage data,Introduction to data ethics,Understand the ethical obligations of research,,,,
RDM,Website,Consent for data sharing,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/consent-for-data-sharing/,Manage data,Introduction to data ethics,How to gain informed consent,,,,
RDM,Website,Documenting consent,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/consent-for-data-sharing/documenting-consent/,Manage data,Introduction to data ethics,How to document consent ,,,,
RDM,Website,How to seek consent,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/consent-for-data-sharing/how-to-seek-consent/,Manage data,Introduction to data ethics,How to seek consent ,,,,
RDM,Website,Research without consent,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/consent-for-data-sharing/research-without-consent/,Manage data,Introduction to data ethics,Understand when to seek consent,,,,
RDM,Website,When to seek consent,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/consent-for-data-sharing/,Manage data,Introduction to data ethics,Understand when to seek consent,,,,
RDM,Website,Withdrawing consent,https://ukdataservice.ac.uk/learning-hub/research-data-management/ethical-issues/consent-for-data-sharing/,Manage data,Introduction to data ethics,How to manage participant withdrawal of consent,,,,
RDM,Website,Rights in data,https://ukdataservice.ac.uk/learning-hub/research-data-management/#data-protection,Manage data,Introduction to data rights,,,,,
RDM,Website,Sharing,https://ukdataservice.ac.uk/learning-hub/research-data-management/#data-protection,Manage data,Introduction to data rights,Copyright for data sharing and fair dealing,,,,
RDM,Website,Copyright,https://ukdataservice.ac.uk/learning-hub/research-data-management/rights-in-data/copyright/,Manage data,Introduction to data rights,Copyright for data sharing and fair dealing,,,,
RDM,Website,Other rights,https://ukdataservice.ac.uk/learning-hub/research-data-management/rights-in-data/other-rights/,Manage data,Introduction to data rights,Other important rights to be aware of,,,,
RDM,Website,Resources,https://ukdataservice.ac.uk/learning-hub/research-data-management/rights-in-data/resources/,Manage data,Introduction to data rights,Data rights resources,,,,
RDM,Website,Scenarios,https://ukdataservice.ac.uk/learning-hub/research-data-management/rights-in-data/scenarios/,Manage data,Introduction to data rights,Copyright for data sharing and fair dealing,,,,
RDM,Website,Format your data,https://ukdataservice.ac.uk/learning-hub/research-data-management/#data-protection,Manage data,Create well organised data,,,,,
RDM,Website,Versioning,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/versioning/,Manage data,Create well organised data,Understand version control,,Subversion,,
RDM,Website,Digitisation,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/digitisation/,Manage data,Create well organised data,How to convert research data into digital format,,,,
RDM,Website,File formats,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/file-formats/,Manage data,Create well organised data,How to choose the right file format,,,,
RDM,Website,Organising,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/organising/,Manage data,Create well organised data,How to organise your files and folders,,,,
RDM,Website,Quality,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/quality/,Manage data,Create well organised data,Understand quality control measures,,,,
RDM,Website,Transcription,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/transcription/,Manage data,Create well organised data,How to achieve high quality data transcriptions,,,,
RDM,Website,Recommended formats,https://ukdataservice.ac.uk/learning-hub/research-data-management/format-your-data/recommended-formats/,Manage data,Create well organised data,How to choose the right file format,,,Edit needed,
RDM,Video,Research Data Lifecycle,https://www.youtube.com/watch?v=-wjFMMQD3UA&t=29s,Plan research,Introduction to the research process,Understand the key steps in the research process,,,,
RDM,Website,DMP Checklist,https://ukdataservice.ac.uk/learning-hub/research-data-management/plan-to-share/checklist/,Plan research,Introduction to the research process,How to write a Data Management Plan,,,Edit needed ,
RDM,Website,Document your data,https://ukdataservice.ac.uk/learning-hub/research-data-management/,Plan research,Create good quality data documentation,Ensure data is reusable,,,,
RDM,Website,Data Level,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/data-level/,Prepare data,Create good quality data documentation,Qualitative data,,,,
RDM,Website,Data Level,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/data-level/,Prepare data,Create good quality data documentation,Quantitative data ,,,,
RDM,Website,Data Level,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/data-level/,Prepare data,Create good quality data documentation,Secondary sources,,,,
RDM,Website,Documentation resources,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/documentation-resources/,Prepare data,Create good quality data documentation,DDI resources ,,DDI Alliance Tools,,
RDM,Website,Documentation resources,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/documentation-resources/,Prepare data,Create good quality data documentation,DDI resources ,,DeXtris,,
RDM,Website,Documentation resources,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/documentation-resources/,Prepare data,Create good quality data documentation,DDI resources ,,DDI Metadata Editor,,
RDM,Website,Metadata,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/metadata/,Prepare data,Create good quality data documentation,Introduction to DDI,,,,
RDM,Website,Metadata,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/metadata/,Prepare data,Create good quality data documentation,Metadata,,,,
RDM,Website,Study-level documentation,https://ukdataservice.ac.uk/learning-hub/research-data-management/document-your-data/study-level-documentation/,Prepare data,Create good quality data documentation,Study-level documentation,,,,
RDM,Website,Sharing,https://ukdataservice.ac.uk/learning-hub/research-data-management/rights-in-data/sharing/,Share findings,Introduction to data rights,Copyright for data sharing and fair dealing,,,,
RDM,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,Understand where you can share data,,,,
RDM,PDF,Publishing and citing research data,https://ukdataservice.ac.uk/app/uploads/publishingcitingdata.pdf,Share findings,Share data for re-use,How and why you should cite data,,,,
RDM,Website,How to share data,https://ukdataservice.ac.uk/learning-hub/research-data-management/plan-to-share/how-to-share-data/,Share findings,Share data for re-use,How to share data ,,,Complete,
RDM,Website,How to deposit data,https://ukdataservice.ac.uk/help/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,Sharing syntax,https://ukdataservice.ac.uk/help/deposit-data/sharing-syntax/,Share findings,Share data for re-use,How to deposit syntax with the UKDS,,,Complete,
RDM,Website,Self-deposit data to ReShare,https://ukdataservice.ac.uk/help/deposit-data/self-deposit-data-to-reshare/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,Prepare your data for deposit,https://ukdataservice.ac.uk/help/deposit-data/prepare-your-data-for-deposit/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,FAQs on depositing data with the UK Data Service,https://ukdataservice.ac.uk/help/deposit-data/faqs-on-depositing-data-with-the-uk-data-service/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
RDM,Website,Deposit in the curated data repository,https://ukdataservice.ac.uk/help/deposit-data/deposit-in-the-curated-data-repository/,Share findings,Share data for re-use,How to deposit data with the UKDS,,,Complete,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Types,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Types,,Stata,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Design,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Design,,Stata,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Theory,,SPSS,,
Surveys,PDF,What is complex sample design?,https://ukdataservice.ac.uk/app/uploads/complexsampleguide_1_2.pdf,Explore data,Sampling,Theory,,Stata,,
Surveys,DSM,Surveys ,,Explore data,Sampling,Bias,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Sampling,Unequal selection probability,Unequal selection probability,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Sampling,Unit non-response,,SPSS,,
Surveys,DSM,Surveys ,,Explore data,Descriptive statistics,Crosstabs,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Longitudinal Data ,,Explore data,Descriptive statistics,Crosstabs,,SPSS,Complete,
Surveys,DSM,Surveys ,,Explore data,Descriptive statistics,Frequencies,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Longitudinal Data ,,Explore data,Descriptive statistics,Frequencies,,SPSS,Complete,
Surveys,DSM,Surveys ,,Explore data,Weighting,Types of weights,,SPSS,Complete,Not mode or median. 
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,Types of weights,,SPSS,,
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,Types of weights,,Stata,,
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,How to apply weights,,SPSS,,
Surveys,PDF,What is weighting?,https://ukdataservice.ac.uk//app/uploads/whatisweighting.pdf,Explore data,Weighting,How to apply weights,,Stata,,
Surveys,DSM,Surveys ,,Explore data,Weighting,How to apply weights,,SPSS,,
Surveys,No resource,,,Explore data,Proportions and rates to standardise results,,,,,
Surveys,DSM,Surveys ,,Explore data,Summary statistics,Mean,,SPSS,Complete,Not mode or median. 
Surveys,DSM,Surveys ,,Explore data,Summary statistics,Variance,,SPSS,,
Surveys,DSM,Longitudinal Data ,,Explore data,Summary statistics,Mean,,SPSS,Complete,
Surveys,DSM,Longitudinal Data ,,Explore data,Summary statistics,Mode,,SPSS,,
